drug,chirality,alogp,aromatic rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy atoms,acid,base,neutral,zwitterion,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb,oral administration,parentreral,topical,prodrug
losartan potassium,2,4.27,4,2.82,4.06,4.26,3.82,461.01,6,7,2,2,30,1,0,0,0,422.92,422.1622,0,0,92.51,0.44,0,8,1,0,0,0
cefoxitin,1,0.1,1,-3.12,0.29,3.39,0,427.46,8,10,3,4,28,1,0,0,0,427.46,427.0508,0,0,148.26,0.41,0,7,0,1,0,0
chembl997,2,0.5,0,-4.86,-2.48,0.66,9.93,319.23,4,8,5,5,19,0,0,0,1,319.23,319.095,0,0,138.53,0.31,0,9,1,1,0,0
loratadine,2,4.89,2,4.55,4.55,0,4.33,382.89,3,4,0,0,27,0,0,1,0,382.89,382.1448,0,0,42.43,0.7,0,1,1,0,0,1
chembl71752,1,4.15,2,3.95,4.07,0,6.88,350.46,4,4,0,0,26,0,0,1,0,350.46,350.1994,0,0,34.47,0.78,0,3,0,0,0,0
cetirizine hydrochloride,0,3.15,2,0.65,0.87,3.59,7.42,388.9,4,5,1,1,27,1,0,0,0,388.9,388.1554,0,0,53.01,0.7,0,8,1,0,0,0
clobazam,2,3.37,2,0.97,2.55,5.82,0,300.75,2,4,0,0,21,1,0,0,0,300.75,300.0666,0,0,40.62,0.76,0,1,1,0,0,0
levalbuterol tartrate,1,1.31,1,-1.32,0.34,10.12,9.4,239.31,4,4,4,4,17,0,1,0,0,239.31,239.1521,0,0,72.72,0.64,0,4,0,0,1,0
chembl1003,1,-1.1,0,-4.94,-1.52,3.32,0,237.25,4,6,2,2,14,1,0,0,0,199.16,199.0481,0,0,87.07,0.55,0,2,1,1,0,0
chembl1004,0,2.92,2,1.48,2.96,0,8.87,270.38,3,3,0,0,20,0,1,0,0,270.38,270.1732,0,0,25.36,0.81,0,6,1,0,0,0
chembl1005,2,2,1,1.16,1.52,0,7.51,376.45,6,7,0,0,27,0,0,1,0,376.45,376.1998,0,0,76.15,0.68,0,7,0,1,0,0
deferiprone,2,0.4,1,0.61,0.61,11.82,0,139.15,3,3,1,1,10,0,0,1,0,139.15,139.0633,0,0,42.23,0.56,1,0,1,0,0,0
chembl302795,2,1.64,2,-1.91,-0.12,2.21,4.26,337.38,6,7,2,2,22,1,0,0,0,337.38,337.0191,0,0,99.6,0.87,0,2,0,0,0,0
chembl73451,0,4.63,2,2.96,4.19,0,8.61,322.48,3,2,0,0,23,0,1,0,0,322.48,322.1504,0,0,6.48,0.8,0,2,0,0,0,0
amifostine,2,-0.25,0,-3.76,-3.75,2.06,10.71,214.23,4,5,4,5,12,0,0,0,1,214.23,214.0541,0,0,95.58,0.34,0,7,0,1,0,1
chembl1007,1,0,0,0,0,0,0,1182.31,0,0,0,0,0,0,0,0,0,1182.31,1181.573,0,0,0,0,0,0,0,1,0,0
chembl1008,0,4.83,2,3.73,5.49,0,9.16,366.55,3,3,0,0,27,0,1,0,0,366.55,366.2671,0,0,15.71,0.6,0,10,1,0,0,0
levodopa,1,0.05,1,-1.8,-1.79,1.65,9.06,197.19,4,5,4,5,14,0,0,0,1,197.19,197.0688,0,0,103.78,0.51,0,3,1,0,0,0
chembl1010,1,-0.62,1,-4.2,-1.49,2.73,3.58,477.46,11,12,3,4,30,1,0,0,0,455.47,455.0569,1,1,173.51,0.21,0,7,0,1,0,0
etravirine,2,4.72,3,5.54,5.54,10.99,3.49,435.29,7,7,2,3,28,0,0,1,0,435.29,434.0491,0,0,120.64,0.61,0,4,1,0,0,0
chembl305906,2,6.46,1,3.47,3.47,0,0,304.54,0,1,0,0,22,0,0,1,0,304.54,304.2999,1,1,3.88,0.26,0,15,0,0,0,0
viloxazine hydrochloride,0,1.45,1,0.63,1.49,0,8.19,237.3,4,4,1,1,17,0,0,1,0,237.3,237.1365,0,0,39.72,0.84,0,5,1,0,0,0
chembl1013,1,0.71,1,-2.76,-2.4,2.93,7.23,349.77,4,7,3,4,24,1,0,0,0,349.77,349.0829,0,0,112.73,0.69,0,4,1,0,0,0
chembl74632,0,-1.13,2,-6.72,0.17,2.81,0,520.48,12,15,4,4,36,1,0,0,0,520.48,520.1012,2,2,206.3,0.13,0,9,0,1,0,0
chembl312448,2,3.15,1,1.49,3.78,0,10.29,244.38,2,2,1,1,18,0,1,0,0,244.38,244.1939,0,0,24.39,0.85,0,2,0,0,0,0
candesartan cilexetil,0,6.32,5,6.9,8.17,5.85,1.45,610.67,11,12,1,1,45,1,0,0,0,610.67,610.254,3,3,143.34,0.14,0,10,1,0,0,1
telmisartan,2,7.26,6,4.86,6.13,3.62,5.86,514.63,5,6,1,1,39,1,0,0,0,514.63,514.2369,2,2,72.94,0.24,0,7,1,0,0,0
chembl1018,2,4.6,2,4.82,4.83,9.1,0,266.34,2,2,2,2,20,0,0,1,0,266.34,266.1307,0,0,40.46,0.8,0,3,0,0,1,0
chembl75435,1,3.11,2,0.39,3.61,3.88,0,254.29,2,3,1,1,19,1,0,0,0,254.29,254.0943,0,0,54.37,0.85,0,4,0,0,0,0
chembl1020,2,2.19,2,-0.47,2.73,3.93,0,257.29,3,4,1,1,19,1,0,0,0,257.29,257.1052,0,0,59.3,0.85,0,4,1,0,0,0
nepafenac,2,1.53,2,2.08,2.08,0,1.83,254.29,3,4,2,4,19,0,0,1,0,254.29,254.1055,0,0,86.18,0.64,0,4,0,0,1,1
chembl75880,0,5.3,0,2.62,5.53,0,10.58,277.5,1,1,1,1,20,0,1,0,0,277.5,277.277,1,1,12.03,0.74,0,4,0,0,0,0
bexarotene,2,6.1,2,3.82,6.94,4.07,0,348.49,1,2,1,1,26,1,0,0,0,348.49,348.2089,1,1,37.3,0.73,0,3,1,0,1,0
ifosfamide,0,1.88,0,0.1,0.1,0,0.02,261.09,2,4,1,1,14,0,0,1,0,261.09,260.0248,0,0,41.57,0.61,0,5,0,1,0,1
chembl1025,2,2.91,0,1.76,1.76,0,0,184.15,3,3,0,0,11,0,0,0,0,184.15,184.0665,0,0,35.53,0.63,0,4,0,0,1,0
chembl75133,1,5.9,1,3.58,6.31,4.6,0,352.52,1,2,1,1,26,1,0,0,0,352.52,352.2402,1,1,37.3,0.54,0,4,0,0,0,0
chembl307145,2,0.8,1,1.05,1.06,8.94,0,126.11,3,3,3,3,9,0,0,1,0,126.11,126.0317,0,0,60.69,0.45,0,0,0,0,0,0
chembl74355,1,3.83,2,2.23,3.59,13.95,8.75,373.47,4,4,1,1,27,0,1,0,0,373.47,373.2053,0,0,41.93,0.8,0,7,0,0,0,0
fenoldopam mesylate,0,2.73,2,1.26,1.92,8.12,10.4,401.87,4,4,4,4,21,0,1,0,0,305.76,305.0819,0,0,72.72,0.61,0,1,0,1,0,0
tiagabine,1,5.04,2,2.6,2.6,4.14,9.26,375.56,4,3,1,1,25,0,0,0,1,375.56,375.1327,1,1,40.54,0.77,0,6,1,0,0,0
tegaserod,2,2.81,2,1.84,2.95,0,8.5,301.39,3,6,4,4,22,0,1,0,0,301.39,301.1903,0,0,85.29,0.27,0,7,1,0,0,0
istradefylline,2,2.12,3,2.42,2.42,0,0,384.44,8,8,0,0,28,0,0,1,0,384.44,384.1798,0,0,80.28,0.65,0,6,1,0,0,0
chembl75753,0,-0.24,1,-1.97,-0.82,9.95,8.76,339.39,6,8,4,4,24,0,1,0,0,339.39,339.1794,0,0,103.29,0.49,0,8,0,0,0,0
miglustat,1,-1.45,0,-2.3,-1.18,12.9,8.49,219.28,5,5,4,4,15,0,0,1,0,219.28,219.1471,0,0,84.16,0.46,0,4,1,0,0,1
chembl77622,2,3.62,2,-0.96,2.98,10.71,10.14,356.51,4,4,4,4,26,0,1,0,0,356.51,356.2464,0,0,64.52,0.33,0,13,0,0,0,0
diclofenac sodium,2,4.36,2,1.1,4.26,4,0,318.14,2,3,2,2,19,1,0,0,0,296.15,295.0167,0,0,49.33,0.88,0,4,1,1,1,0
chembl1037,0,0.55,0,-1.74,0.68,0,12.02,213.28,3,5,3,4,15,0,1,0,0,213.28,213.1477,0,0,80.36,0.46,0,2,1,0,0,0
calcifediol,1,6.73,0,5.65,5.65,0,0,400.65,2,2,2,2,29,0,0,1,0,400.65,400.3341,1,1,40.46,0.52,0,6,1,0,0,0
chembl1042,1,7.62,0,7.13,7.13,0,0,384.65,1,1,1,1,28,0,0,1,0,384.65,384.3392,1,1,20.23,0.5,0,6,1,1,0,0
dapsone,2,1.68,2,1.27,1.27,0,2.39,248.31,4,4,2,4,17,0,0,1,0,248.31,248.0619,0,0,86.18,0.79,0,2,1,0,1,0
chembl82301,1,4.5,2,1.72,2.8,0,8.44,533.64,6,7,0,0,38,0,0,1,0,533.64,533.2978,1,1,61.8,0.55,0,6,0,0,0,0
chembl1046,2,0.59,0,-2,-2,4.73,10.21,131.18,2,3,2,3,9,0,0,0,1,131.18,131.0946,0,0,63.32,0.54,0,5,1,1,0,0
latanoprost,1,4.19,1,3.98,3.98,0,0,432.6,5,5,3,3,31,0,0,1,0,432.6,432.2876,0,0,86.99,0.25,0,13,0,0,1,1
chembl312443,2,0.03,1,-1.83,0.15,7.06,4.99,140.14,4,4,2,2,10,0,0,1,0,140.14,140.0586,0,0,58.29,0.53,0,0,0,0,0,0
chembl83668,2,4.95,3,5.75,5.75,0,0.08,307.42,2,2,0,0,22,0,0,1,0,307.42,307.1031,0,0,12.47,0.62,0,2,0,0,0,0
chembl1054,0,0.82,1,0.93,0.97,8.32,0,380.66,5,7,3,4,20,0,0,1,0,380.66,378.9022,0,0,118.36,0.66,0,2,1,0,0,0
chlorthalidone,0,0.92,2,1.59,1.6,8.76,0,338.77,4,6,3,4,22,0,0,1,0,338.77,338.0128,0,0,109.49,0.76,0,2,1,0,0,0
pregabalin,1,1.08,0,-1.34,-1.35,4.8,10.23,159.23,2,3,2,3,11,0,0,0,1,159.23,159.1259,0,0,63.32,0.63,0,5,1,0,0,0
chembl1060,-1,0,0,0,0,0,0,141.96,0,0,0,0,0,0,0,0,0,141.96,141.9408,0,0,0,0,0,0,1,1,0,0
simvastatin,1,4.59,0,4.46,4.46,0,0,418.57,5,5,1,1,30,0,0,1,0,418.57,418.2719,0,0,72.83,0.64,0,6,1,0,0,1
chembl83063,0,2.35,2,0.51,1.82,9.15,9.81,287.36,4,4,4,4,21,0,1,0,0,287.36,287.1521,0,0,72.72,0.66,0,6,1,1,0,0
oxcarbazepine,2,2.64,2,1.82,1.82,13.18,0,252.27,2,4,1,2,19,0,0,1,0,252.27,252.0899,0,0,63.4,0.78,0,0,1,0,0,1
valsartan,1,4.16,3,0.08,4.59,4,0,435.53,5,8,2,2,32,1,0,0,0,435.53,435.227,0,0,112.07,0.49,0,10,1,0,0,0
chembl86882,0,1.04,1,-1.07,0.23,9.1,9.73,181.24,3,3,3,3,13,0,1,0,0,181.24,181.1103,0,0,52.49,0.65,0,4,0,0,0,0
chembl86304,2,1.4,1,1.43,1.45,0,6.02,268.74,3,4,1,1,18,0,0,1,0,268.74,268.0979,0,0,41.57,0.9,0,4,0,0,0,0
nabumetone,2,3.37,2,3.22,3.22,0,0,228.29,2,2,0,0,17,0,0,1,0,228.29,228.115,0,0,26.3,0.8,0,4,1,0,0,1
oxaprozin,2,4.03,3,1.05,3.46,4.95,0,293.32,3,4,1,1,22,1,0,0,0,293.32,293.1052,0,0,63.33,0.77,0,5,1,0,0,0
chembl314437,0,3.16,1,1.55,3.07,10.23,9.16,233.35,2,2,1,1,17,0,1,0,0,233.35,233.178,0,0,23.47,0.85,0,2,0,0,0,0
chembl86715,0,3.94,1,1.75,3.79,13.84,9.45,287.45,2,2,1,1,21,0,1,0,0,287.45,287.2249,0,0,23.47,0.89,0,5,1,0,0,0
bumetanide,2,3.04,2,-0.13,2.42,4.69,2.7,364.42,5,7,3,4,25,1,0,0,0,364.42,364.1093,0,0,118.72,0.62,0,8,1,1,0,0
chembl1073,2,2.08,2,0.49,1.43,4.32,0.06,445.55,6,9,3,3,31,1,0,0,0,445.55,445.1784,0,0,130.15,0.6,0,7,1,0,0,0
chembl87708,2,5.78,3,6.06,6.11,0,6.53,418.97,3,3,0,0,30,0,0,1,0,418.97,418.1812,1,1,23.55,0.45,0,7,0,0,0,0
fenfluramine,0,3.25,1,0.79,3.47,0,10.22,231.26,1,1,1,1,16,0,1,0,0,231.26,231.1235,0,0,12.03,0.84,0,4,1,0,0,0
chembl315795,2,2.23,1,1.77,1.77,0,3.18,161.66,2,1,0,0,9,0,0,1,0,161.66,161.0066,0,0,12.89,0.61,1,2,0,0,0,0
chembl315985,1,2.49,2,1.73,1.73,0,0,254.29,2,4,2,3,19,0,0,1,0,254.29,254.1055,0,0,66.56,0.76,0,0,0,0,0,0
chembl1075,2,4.11,2,2.99,3.07,12.9,6.73,427.53,6,7,1,1,30,0,0,1,0,427.53,427.1566,0,0,71.11,0.77,0,5,1,0,0,0
eslicarbazepine acetate,1,3.06,2,2.17,2.17,0,0,296.33,3,5,1,2,22,0,0,1,0,296.33,296.1161,0,0,72.63,0.82,0,1,1,0,0,1
chembl88055,0,1.27,1,-0.78,0.44,9.74,8.93,223.27,4,4,4,4,16,0,1,0,0,223.27,223.1208,0,0,72.72,0.57,0,2,0,0,0,0
bromfenac,2,2.89,2,0.4,3.66,3.81,1.59,334.17,3,4,2,3,20,1,0,0,0,334.17,333.0001,0,0,80.39,0.67,0,4,0,0,1,0
tizanidine,2,1.72,2,1.68,2.02,0,7.49,253.72,6,5,2,2,16,0,0,1,0,253.72,253.0189,0,0,62.2,0.81,0,1,1,0,0,0
chembl419667,1,3.3,3,2.66,2.83,7.72,0,620.51,7,10,2,3,41,0,0,1,0,620.51,619.0947,1,1,139.47,0.41,0,7,0,0,0,0
chembl89598,0,0.36,0,-2.09,-2.09,4.61,9.91,129.16,2,3,2,3,9,0,0,0,1,129.16,129.079,0,0,63.32,0.54,0,4,1,0,0,0
chembl90555,1,3.52,3,1.14,3.13,10.85,8.66,824.97,12,14,3,3,60,0,1,0,0,824.97,824.3996,2,2,171.17,0.13,0,8,0,1,0,0
chembl329123,2,8.05,4,5.18,8.52,3.6,0,544.62,5,6,2,2,40,1,0,0,0,544.62,544.2261,2,2,85.22,0.17,0,13,0,0,0,0
chembl313972,1,3.57,2,4.75,4.76,9.21,0,302.37,4,4,4,4,22,0,0,1,0,302.37,302.1518,0,0,80.92,0.64,0,5,0,0,1,0
chembl314854,2,3.2,1,2.12,4.06,0,9.38,307.48,3,3,3,4,22,0,1,0,0,307.48,307.2511,0,0,66.48,0.52,0,12,1,0,0,1
chembl91829,1,3.51,4,1.85,2.98,9.76,8.75,468.56,6,7,1,1,35,0,1,0,0,468.56,468.2161,0,0,68.5,0.46,0,2,0,0,0,0
chembl1085,2,3.49,2,2.19,2.65,0,7.67,411.57,6,5,1,1,29,0,0,1,0,411.57,411.198,0,0,47.02,0.7,0,7,1,0,0,0
chembl1086,2,3.49,2,2.05,3.7,0,9.04,343.47,4,5,1,1,25,0,1,0,0,343.47,343.226,0,0,54.46,0.67,0,10,0,1,0,0
chembl1087,0,2.73,1,2.96,3.19,13.62,7.25,246.35,2,3,1,1,18,0,0,1,0,246.35,246.1732,0,0,32.34,0.87,1,2,0,1,0,0
chembl1089,2,0.69,1,1.2,1.2,0,5.55,136.2,2,2,2,3,10,0,0,1,0,136.2,136.1,0,0,38.05,0.47,1,3,1,0,0,0
chembl1090,1,-1.98,2,-2.09,-2.09,12.45,3.94,267.25,9,9,4,5,19,0,0,1,0,267.25,267.0968,0,0,139.54,0.49,0,2,0,1,1,0
prasterone,1,3.88,0,3.36,3.36,0,0,288.43,2,2,1,1,21,0,0,1,0,288.43,288.2089,0,0,37.3,0.69,0,0,0,0,1,0
chembl93747,0,4.45,3,3.82,4.65,6.61,0,381.43,4,4,1,1,27,0,0,1,0,381.43,381.0835,0,0,55.4,0.71,0,5,0,0,0,0
hydrocortisone acetate,1,2.35,0,1.72,1.72,12.61,0,404.5,6,6,2,2,29,0,0,1,0,404.5,404.2199,0,0,100.9,0.7,0,3,0,1,1,1
trihexyphenidyl hydrochloride,0,4.33,1,2.32,4.23,13.84,9.32,337.94,2,2,1,1,22,0,1,0,0,301.47,301.2406,0,0,23.47,0.87,0,5,1,0,0,0
articaine hydrochloride- epinephrine bitartrate,0,2.17,1,1.94,3.25,11.61,8.68,284.38,5,5,2,2,19,0,1,0,0,284.38,284.1195,0,0,67.43,0.79,0,6,0,1,0,0
felbamate,2,0.96,1,0.68,0.68,0,0,238.24,4,6,2,4,17,0,0,1,0,238.24,238.0954,0,0,104.64,0.8,0,5,1,0,0,0
ethotoin,0,1.3,1,1.07,1.07,11.18,0,204.23,2,4,1,1,15,0,0,1,0,204.23,204.0899,0,0,49.41,0.74,1,2,1,0,0,0
chembl1096,2,2.75,3,0.69,3.65,4.31,1.87,298.3,5,6,2,3,22,1,0,0,0,298.3,298.0954,0,0,106.42,0.7,0,2,0,0,1,0
chembl93645,2,3.91,2,0.49,3.88,3.44,0,354.19,4,5,2,2,23,1,0,0,0,354.19,353.0222,0,0,75.63,0.77,0,6,0,0,0,0
chembl92401,2,0.72,1,0.31,0.31,13.66,3.82,179.22,3,4,2,2,13,0,0,1,0,179.22,179.1059,0,0,54.02,0.67,1,3,0,0,0,0
chembl92870,2,5.75,3,6.07,6.58,13.78,7.76,491.63,3,4,1,1,36,0,0,1,0,491.63,491.2748,1,1,35.58,0.41,0,9,0,0,0,0
chembl1098,0,3.9,1,3.82,4.52,13.62,8,288.44,2,3,1,1,21,0,0,1,0,288.44,288.2202,0,0,32.34,0.89,0,5,0,1,0,0
chembl1100,0,0.76,0,1.03,1.03,0,0,157.17,3,4,0,0,11,0,0,0,0,157.17,157.0739,0,0,46.61,0.56,1,1,1,0,0,0
chembl1101,1,3.96,1,1.64,3.54,13.82,9.3,311.47,2,2,1,1,23,0,1,0,0,311.47,311.2249,0,0,23.47,0.83,0,5,1,1,0,0
chembl328560,2,0.26,1,-0.27,-0.27,10.55,0,290.37,4,6,1,2,18,0,0,1,0,290.37,290.0395,0,0,97.54,0.84,0,2,0,0,0,0
chembl1102,0,1.77,1,2.13,2.13,11.69,0,217.27,2,3,1,1,16,0,0,1,0,217.27,217.1103,0,0,46.17,0.77,1,2,1,0,0,0
chembl1103,2,0.97,1,0.87,0.87,0,0,225.16,6,8,0,0,16,0,0,1,0,225.16,225.0386,0,0,98.18,0.43,0,3,1,0,0,0
chembl1104,2,1.98,1,-0.96,-1.91,8.59,0,166.24,1,2,1,1,12,0,0,1,0,166.24,166.1226,0,0,20.23,0.67,1,2,0,1,0,0
chembl413965,2,2.98,2,0.63,3.26,4.71,0,212.25,1,2,1,1,16,1,0,0,0,212.25,212.0837,0,0,37.3,0.85,1,3,0,0,0,0
chembl1106,0,2.47,2,1.73,3.07,0,8.77,249.32,3,3,1,2,19,0,1,0,0,249.32,249.1266,0,0,41.62,0.78,1,0,0,0,1,0
chembl1107,0,8.64,3,5.46,8.06,0,10.05,500.43,2,2,1,1,33,0,1,0,0,500.43,499.1657,2,2,23.47,0.28,0,10,1,0,0,0
droperidol,2,3.68,3,2.93,3.01,12.72,6.75,379.44,4,5,1,1,28,0,0,1,0,379.44,379.1696,0,0,58.1,0.66,0,6,0,1,0,0
chembl94454,2,3.41,4,3.65,3.73,8.08,5.63,432.5,6,7,1,1,32,0,0,1,0,432.5,432.2074,0,0,70.05,0.52,0,5,0,0,0,0
chembl1109,2,2.26,3,1.28,1.81,6.82,2.44,314.37,5,6,2,3,22,0,0,1,0,314.37,314.0837,0,0,90.01,0.72,0,4,1,0,0,0
alosetron,2,2.41,3,1.12,1.21,13.32,6.81,294.36,3,5,1,1,22,0,0,1,0,294.36,294.1481,0,0,53.92,0.79,1,2,1,0,0,0
chembl94394,2,1.91,1,1.95,1.97,8.86,0,223.27,3,4,2,2,16,0,0,1,0,223.27,223.1208,0,0,58.56,0.44,0,6,0,0,0,0
chembl316561,0,2.3,1,-0.73,2.14,4.42,0,334.42,3,6,2,2,24,1,0,0,0,334.42,334.1893,0,0,86.71,0.69,0,10,0,0,0,0
ambrisentan,1,3.52,3,0.4,2.97,3.08,4,378.43,5,6,1,1,28,1,0,0,0,378.43,378.158,0,0,81.54,0.68,0,7,1,0,0,0
chembl98123,2,3.86,3,3.06,3.08,0,6.03,375.85,5,5,0,0,25,0,0,1,0,339.39,339.1471,0,0,49.81,0.68,0,6,0,0,0,0
chembl430497,1,1.48,1,-1.32,1.01,0,9.78,198.65,3,3,1,1,13,0,1,0,0,198.65,198.056,0,0,34.15,0.75,1,3,0,0,0,0
aripiprazole,2,4.86,2,4.57,4.9,13.51,7.46,448.39,4,5,1,1,30,0,0,1,0,448.39,447.148,0,0,44.81,0.61,0,7,1,1,0,0
chembl1113,2,3.43,2,1.64,3.08,0,8.83,313.79,4,4,1,1,22,0,1,0,0,313.79,313.0982,0,0,36.86,0.81,0,0,1,0,0,0
pyridostigmine bromide oral,2,0.57,1,-3.47,-3.47,0,0,181.22,2,4,0,0,13,0,0,1,0,181.22,181.0972,0,0,33.42,0.59,1,1,1,1,0,0
raloxifene hydrochloride,2,6.08,4,5.34,5.69,8.89,7.95,510.06,6,5,2,2,34,0,0,1,0,473.59,473.1661,1,1,70,0.32,0,7,1,0,0,0
chembl1117,1,1.02,2,1.06,1.51,8.02,9.18,497.5,10,10,5,6,36,0,1,0,0,497.5,497.1686,1,0,176.61,0.33,0,3,0,1,0,0
betaine,2,-0.22,0,-3.72,-4.49,2.26,0,118.16,1,3,1,1,8,1,0,0,0,118.16,118.0863,0,0,37.3,0.51,1,2,1,0,0,0
desvenlafaxine,0,2.73,1,1.07,2.29,10.11,8.87,263.38,3,3,2,2,19,0,1,0,0,263.38,263.1885,0,0,43.7,0.88,0,4,1,0,0,0
chembl328190,1,5.73,3,4.62,5.97,10.21,8.98,413.56,3,3,1,1,31,0,1,0,0,413.56,413.2355,1,1,32.7,0.56,0,6,0,0,0,0
chembl317052,1,-2.43,3,-2.25,-2.25,12.35,1.53,390.36,12,13,5,6,28,0,0,1,0,390.36,390.14,2,1,186.46,0.32,0,4,0,1,0,0
levomilnacipran hydrochloride,1,1.77,1,-0.91,1.42,0,9.83,246.35,2,3,1,2,18,0,1,0,0,246.35,246.1732,0,0,46.33,0.86,0,5,1,0,0,0
chembl317094,1,0.88,1,-1.81,-0.23,3.49,5.22,405.45,6,9,2,2,29,1,0,0,0,405.45,405.19,0,0,116.25,0.59,0,9,0,0,0,1
chembl101253,2,5.01,4,4.15,4.15,0,4.95,346.82,4,4,1,1,25,0,0,1,0,346.82,346.0985,1,1,50.7,0.56,0,4,0,0,0,0
chembl100116,0,3.88,1,1.99,3.89,10.42,9.57,285.43,2,2,1,1,21,0,1,0,0,285.43,285.2093,0,0,23.47,0.83,0,2,1,1,0,0
dicyclomine,2,4.4,0,3.36,4.93,0,8.96,309.49,3,3,0,0,22,0,1,0,0,309.49,309.2668,0,0,29.54,0.65,0,7,1,1,0,0
penicillin g sodium,1,0.86,1,-2.29,1.08,3.53,0,356.38,4,6,2,2,23,1,0,0,0,334.4,334.0987,0,0,86.71,0.8,0,4,0,1,0,0
edrophonium chloride,2,1.98,1,-0.96,-1.91,8.59,0,201.7,1,2,1,1,12,0,0,1,0,166.24,166.1226,0,0,20.23,0.67,1,2,0,1,0,0
chembl103667,2,5.99,4,6.28,6.37,11.32,6.78,527.67,6,8,2,2,39,0,0,1,0,527.67,527.2896,2,2,80.65,0.31,0,7,0,0,0,0
chembl105442,2,5.04,2,6.54,6.54,12.01,0,478.66,3,4,2,2,25,0,0,1,0,478.66,477.9757,1,1,50.36,0.45,0,6,0,0,0,0
chembl1129,1,-0.8,1,-0.79,-0.75,8.5,0,296.2,6,7,3,3,20,0,0,1,0,296.2,296.062,0,0,104.55,0.66,0,2,1,0,1,0
acitretin,2,5.17,1,3.01,5.59,4.77,0,326.44,2,3,1,1,24,1,0,0,0,326.44,326.1882,1,1,46.53,0.58,0,6,1,0,0,0
oxybutynin chloride,0,3.34,1,3.06,4.44,11.53,8.77,393.96,4,4,1,1,26,0,1,0,0,357.49,357.2304,0,0,49.77,0.6,0,7,1,0,1,0
chembl1134,2,3.52,0,-4.87,-4.87,0,0,418.3,0,2,0,0,18,0,0,0,0,258.49,258.3024,0,0,0,0.39,0,11,0,1,0,0
chembl105060,1,6.06,2,5.84,5.84,10.8,0,624.41,3,6,2,2,41,0,0,1,0,624.41,623.1177,2,2,78.51,0.29,0,7,0,0,0,0
telithromycin,1,4.93,2,4.89,5.15,8.93,7.66,812.02,14,15,1,1,58,0,0,1,0,812.02,811.4731,2,2,171.85,0.18,0,11,1,0,0,0
chembl107367,1,6.61,5,4.03,7.31,3.76,0.93,546.62,6,7,2,2,41,1,0,0,0,546.62,546.2155,2,2,101.66,0.17,0,12,0,0,0,0
chembl107430,2,5.62,2,1.71,5.93,2.62,0,437.87,3,5,3,3,30,1,0,0,0,437.87,437.1205,1,1,86.63,0.58,0,3,0,0,0,0
ezetimibe,1,4.89,3,4.56,4.56,9.48,0,409.43,3,4,2,2,30,0,0,1,0,409.43,409.1489,0,0,60.77,0.57,0,6,1,0,0,0
epoprostenol,1,3.41,0,-0.45,2.42,4.43,0,352.47,4,5,3,3,25,1,0,0,0,352.47,352.225,0,0,86.99,0.41,0,10,0,1,0,0
chembl110458,1,-2.97,0,-3.63,-2.89,12.91,8.06,163.17,5,5,5,5,11,0,0,1,0,163.17,163.0845,0,0,92.95,0.28,0,1,1,0,0,0
chembl108545,2,1.18,1,2.32,2.32,9.72,0,152.15,3,3,1,1,11,0,0,1,0,152.15,152.0473,0,0,46.53,0.61,1,1,0,0,1,0
potassium iodide,-1,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,166,165.8682,0,0,0,0,0,0,1,0,0,0
chembl1144,1,2.44,0,-1.38,1.65,4.21,0,424.53,6,7,4,4,30,1,0,0,0,424.53,424.2461,0,0,124.29,0.4,0,10,1,0,0,0
chembl431651,1,4.56,3,1.08,4.38,3.71,0,506.55,7,8,2,2,37,1,0,0,0,506.55,506.1941,1,1,103.68,0.41,0,10,0,0,0,0
chembl1146,1,-0.23,2,-3.43,0.03,3.13,0,462.51,10,11,3,3,31,1,0,0,0,462.51,462.078,1,0,150.54,0.37,0,7,0,0,0,0
torsemide,2,2.53,2,1.12,1.86,5.92,4.2,348.43,5,7,3,3,24,1,0,0,0,348.43,348.1256,0,0,100.19,0.77,0,5,1,1,0,0
chembl111659,1,1.83,1,0.48,1.31,0,8.16,186.26,2,2,0,0,14,0,0,1,0,186.26,186.1157,0,0,16.13,0.62,1,1,0,0,0,0
chembl113150,2,5.39,0,1.8,1.8,0,0,336.4,0,1,0,0,18,0,0,0,0,256.5,256.2999,1,1,0,0.31,0,13,0,0,0,0
chembl109648,2,2.39,5,1.15,3.61,4.99,3.1,577.58,13,15,3,3,41,1,0,0,0,577.58,577.1492,2,2,200.11,0.21,0,11,0,0,0,0
prednisolone acetate,1,2.13,0,1.71,1.71,12.61,0,402.49,6,6,2,2,29,0,0,1,0,402.49,402.2042,0,0,100.9,0.7,0,3,1,1,1,1
chembl325109,2,3.33,2,1.26,2.42,0,8.52,373.88,4,5,2,3,26,0,1,0,0,373.88,373.1557,0,0,67.59,0.79,0,5,0,0,0,0
chembl112570,1,7.39,0,7.11,7.11,0,0,386.66,1,1,1,1,28,0,0,1,0,386.66,386.3549,1,1,20.23,0.49,0,5,0,0,0,0
bortezomib,1,0,0,0,0,0,0,384.25,0,0,0,0,0,0,0,0,0,384.25,384.1969,0,0,0,0,0,0,0,1,0,0
